,query,score,attack
2497,Q2498,134,1
2498,Q2499,111,1
2499,Q2500,178,1
2500,Q2501,32,0
2501,Q2502,98,0
2502,Q2503,168,1
2503,Q2504,137,1
2504,Q2505,99,0
2505,Q2506,95,0
2506,Q2507,179,1
2507,Q2508,87,0
2508,Q2509,161,1
2509,Q2510,165,1
2510,Q2511,124,1
2511,Q2512,155,1
2512,Q2513,48,0
2513,Q2514,98,0
2514,Q2515,123,1
2515,Q2516,25,0
2516,Q2517,49,0
2517,Q2518,42,0
2518,Q2519,30,0
2519,Q2520,86,0
2520,Q2521,28,0
2521,Q2522,92,0
2522,Q2523,93,0
2523,Q2524,84,0
2524,Q2525,184,1
2525,Q2526,80,0
2526,Q2527,18,0
2527,Q2528,74,0
2528,Q2529,28,0
2529,Q2530,49,0
2530,Q2531,180,1
2531,Q2532,48,0
2532,Q2533,24,0
2533,Q2534,140,1
2534,Q2535,50,0
2535,Q2536,2,0
2536,Q2537,172,1
2537,Q2538,86,0
2538,Q2539,165,1
2539,Q2540,9,0
2540,Q2541,88,0
2541,Q2542,172,1
2542,Q2543,90,0
2543,Q2544,49,0
2544,Q2545,62,0
2545,Q2546,123,1
2546,Q2547,64,0
2547,Q2548,4,0
2548,Q2549,184,1
2549,Q2550,49,0
2550,Q2551,160,1
2551,Q2552,109,1
2552,Q2553,92,0
2553,Q2554,68,0
2554,Q2555,11,0
2555,Q2556,91,0
2556,Q2557,49,0
2557,Q2558,83,0
2558,Q2559,22,0
2559,Q2560,69,0
2560,Q2561,172,1
2561,Q2562,176,1
2562,Q2563,68,0
2563,Q2564,24,0
2564,Q2565,91,0
2565,Q2566,140,1
2566,Q2567,105,1
2567,Q2568,15,0
2568,Q2569,190,1
2569,Q2570,55,0
2570,Q2571,132,1
2571,Q2572,56,0
2572,Q2573,168,1
2573,Q2574,178,1
2574,Q2575,150,1
2575,Q2576,132,1
2576,Q2577,164,1
2577,Q2578,197,1
2578,Q2579,153,1
2579,Q2580,197,1
2580,Q2581,8,0
2581,Q2582,103,1
2582,Q2583,76,0
2583,Q2584,175,1
2584,Q2585,129,1
2585,Q2586,5,0
2586,Q2587,10,0
2587,Q2588,46,0
2588,Q2589,170,1
2589,Q2590,162,1
2590,Q2591,172,1
2591,Q2592,91,0
2592,Q2593,85,0
2593,Q2594,172,1
2594,Q2595,30,0
2595,Q2596,68,0
2596,Q2597,193,1
2597,Q2598,162,1
2598,Q2599,194,1
2599,Q2600,115,1
2600,Q2601,12,0
2601,Q2602,116,1
2602,Q2603,7,0
2603,Q2604,125,1
2604,Q2605,70,0
2605,Q2606,182,1
2606,Q2607,171,1
2607,Q2608,17,0
2608,Q2609,192,1
2609,Q2610,21,0
2610,Q2611,23,0
2611,Q2612,93,0
2612,Q2613,51,0
2613,Q2614,17,0
2614,Q2615,35,0
2615,Q2616,69,0
2616,Q2617,163,1
2617,Q2618,147,1
2618,Q2619,129,1
2619,Q2620,85,0
2620,Q2621,25,0
2621,Q2622,151,1
2622,Q2623,35,0
2623,Q2624,134,1
2624,Q2625,194,1
2625,Q2626,85,0
2626,Q2627,179,1
2627,Q2628,165,1
2628,Q2629,18,0
2629,Q2630,53,0
2630,Q2631,67,0
2631,Q2632,103,1
2632,Q2633,133,1
2633,Q2634,7,0
2634,Q2635,169,1
2635,Q2636,59,0
2636,Q2637,104,1
2637,Q2638,103,1
2638,Q2639,102,1
2639,Q2640,58,0
2640,Q2641,134,1
2641,Q2642,58,0
2642,Q2643,122,1
2643,Q2644,192,1
2644,Q2645,78,0
2645,Q2646,100,0
2646,Q2647,45,0
2647,Q2648,62,0
2648,Q2649,39,0
2649,Q2650,181,1
2650,Q2651,26,0
2651,Q2652,63,0
2652,Q2653,68,0
2653,Q2654,141,1
2654,Q2655,174,1
2655,Q2656,38,0
2656,Q2657,197,1
2657,Q2658,79,0
2658,Q2659,65,0
2659,Q2660,22,0
2660,Q2661,11,0
2661,Q2662,18,0
2662,Q2663,177,1
2663,Q2664,77,0
2664,Q2665,58,0
2665,Q2666,80,0
2666,Q2667,174,1
2667,Q2668,92,0
2668,Q2669,33,0
2669,Q2670,82,0
2670,Q2671,86,0
2671,Q2672,148,1
2672,Q2673,199,1
2673,Q2674,45,0
2674,Q2675,59,0
2675,Q2676,174,1
2676,Q2677,125,1
2677,Q2678,99,0
2678,Q2679,151,1
2679,Q2680,66,0
2680,Q2681,195,1
2681,Q2682,6,0
2682,Q2683,41,0
2683,Q2684,115,1
2684,Q2685,122,1
2685,Q2686,56,0
2686,Q2687,2,0
2687,Q2688,129,1
2688,Q2689,122,1
2689,Q2690,85,0
2690,Q2691,31,0
2691,Q2692,139,1
2692,Q2693,167,1
2693,Q2694,78,0
2694,Q2695,150,1
2695,Q2696,83,0
2696,Q2697,12,0
2697,Q2698,1,0
2698,Q2699,21,0
2699,Q2700,29,0
2700,Q2701,56,0
2701,Q2702,183,1
2702,Q2703,158,1
2703,Q2704,63,0
2704,Q2705,192,1
2705,Q2706,4,0
2706,Q2707,86,0
2707,Q2708,37,0
2708,Q2709,39,0
2709,Q2710,33,0
2710,Q2711,21,0
2711,Q2712,106,1
2712,Q2713,100,0
2713,Q2714,135,1
2714,Q2715,53,0
2715,Q2716,137,1
2716,Q2717,136,1
2717,Q2718,66,0
2718,Q2719,180,1
2719,Q2720,12,0
2720,Q2721,7,0
2721,Q2722,158,1
2722,Q2723,152,1
2723,Q2724,141,1
2724,Q2725,1,0
2725,Q2726,115,1
2726,Q2727,200,1
2727,Q2728,117,1
2728,Q2729,10,0
2729,Q2730,1,0
2730,Q2731,130,1
2731,Q2732,165,1
2732,Q2733,102,1
2733,Q2734,60,0
2734,Q2735,189,1
2735,Q2736,79,0
2736,Q2737,25,0
2737,Q2738,82,0
2738,Q2739,189,1
2739,Q2740,68,0
2740,Q2741,37,0
2741,Q2742,157,1
2742,Q2743,7,0
2743,Q2744,86,0
2744,Q2745,157,1
2745,Q2746,161,1
2746,Q2747,185,1
2747,Q2748,124,1
2748,Q2749,2,0
2749,Q2750,63,0
2750,Q2751,55,0
2751,Q2752,54,0
2752,Q2753,53,0
2753,Q2754,65,0
2754,Q2755,152,1
2755,Q2756,83,0
2756,Q2757,182,1
2757,Q2758,165,1
2758,Q2759,185,1
2759,Q2760,122,1
2760,Q2761,146,1
2761,Q2762,122,1
2762,Q2763,131,1
2763,Q2764,141,1
2764,Q2765,13,0
2765,Q2766,6,0
2766,Q2767,193,1
2767,Q2768,189,1
2768,Q2769,139,1
2769,Q2770,70,0
2770,Q2771,72,0
2771,Q2772,11,0
2772,Q2773,75,0
2773,Q2774,144,1
2774,Q2775,92,0
2775,Q2776,89,0
2776,Q2777,68,0
2777,Q2778,129,1
2778,Q2779,133,1
2779,Q2780,21,0
2780,Q2781,78,0
2781,Q2782,60,0
2782,Q2783,104,1
2783,Q2784,17,0
2784,Q2785,115,1
2785,Q2786,168,1
2786,Q2787,127,1
2787,Q2788,122,1
2788,Q2789,115,1
2789,Q2790,99,0
2790,Q2791,61,0
2791,Q2792,190,1
2792,Q2793,27,0
2793,Q2794,84,0
2794,Q2795,165,1
2795,Q2796,20,0
2796,Q2797,197,1
2797,Q2798,38,0
2798,Q2799,163,1
2799,Q2800,97,0
2800,Q2801,51,0
2801,Q2802,154,1
2802,Q2803,94,0
2803,Q2804,195,1
2804,Q2805,86,0
2805,Q2806,115,1
2806,Q2807,106,1
2807,Q2808,142,1
2808,Q2809,196,1
2809,Q2810,93,0
2810,Q2811,21,0
2811,Q2812,1,0
2812,Q2813,54,0
2813,Q2814,85,0
2814,Q2815,119,1
2815,Q2816,34,0
2816,Q2817,35,0
2817,Q2818,137,1
2818,Q2819,11,0
2819,Q2820,139,1
2820,Q2821,109,1
2821,Q2822,37,0
2822,Q2823,62,0
2823,Q2824,72,0
2824,Q2825,113,1
2825,Q2826,47,0
2826,Q2827,65,0
2827,Q2828,4,0
2828,Q2829,40,0
2829,Q2830,90,0
2830,Q2831,175,1
2831,Q2832,112,1
2832,Q2833,120,1
2833,Q2834,4,0
2834,Q2835,31,0
2835,Q2836,185,1
2836,Q2837,35,0
2837,Q2838,53,0
2838,Q2839,148,1
2839,Q2840,197,1
2840,Q2841,125,1
2841,Q2842,103,1
2842,Q2843,186,1
2843,Q2844,151,1
2844,Q2845,20,0
2845,Q2846,14,0
2846,Q2847,85,0
2847,Q2848,152,1
2848,Q2849,18,0
2849,Q2850,139,1
2850,Q2851,106,1
2851,Q2852,18,0
2852,Q2853,171,1
2853,Q2854,30,0
2854,Q2855,139,1
2855,Q2856,44,0
2856,Q2857,75,0
2857,Q2858,144,1
2858,Q2859,71,0
2859,Q2860,168,1
2860,Q2861,170,1
2861,Q2862,125,1
2862,Q2863,79,0
2863,Q2864,21,0
2864,Q2865,69,0
2865,Q2866,105,1
2866,Q2867,119,1
2867,Q2868,99,0
2868,Q2869,84,0
2869,Q2870,80,0
2870,Q2871,180,1
2871,Q2872,52,0
2872,Q2873,108,1
2873,Q2874,137,1
2874,Q2875,155,1
2875,Q2876,130,1
2876,Q2877,90,0
2877,Q2878,127,1
2878,Q2879,18,0
2879,Q2880,26,0
2880,Q2881,119,1
2881,Q2882,178,1
2882,Q2883,124,1
2883,Q2884,73,0
2884,Q2885,111,1
2885,Q2886,51,0
2886,Q2887,138,1
2887,Q2888,44,0
2888,Q2889,89,0
2889,Q2890,55,0
2890,Q2891,189,1
2891,Q2892,195,1
2892,Q2893,111,1
2893,Q2894,37,0
2894,Q2895,191,1
2895,Q2896,29,0
2896,Q2897,116,1
2897,Q2898,8,0
2898,Q2899,173,1
2899,Q2900,59,0
2900,Q2901,38,0
2901,Q2902,90,0
2902,Q2903,32,0
2903,Q2904,128,1
2904,Q2905,145,1
2905,Q2906,132,1
2906,Q2907,117,1
2907,Q2908,114,1
2908,Q2909,70,0
2909,Q2910,105,1
2910,Q2911,57,0
2911,Q2912,73,0
2912,Q2913,137,1
2913,Q2914,76,0
2914,Q2915,190,1
2915,Q2916,97,0
2916,Q2917,15,0
2917,Q2918,158,1
2918,Q2919,156,1
2919,Q2920,177,1
2920,Q2921,32,0
2921,Q2922,102,1
2922,Q2923,154,1
2923,Q2924,3,0
2924,Q2925,78,0
2925,Q2926,149,1
2926,Q2927,194,1
2927,Q2928,45,0
2928,Q2929,150,1
2929,Q2930,177,1
2930,Q2931,62,0
2931,Q2932,176,1
2932,Q2933,135,1
2933,Q2934,172,1
2934,Q2935,141,1
2935,Q2936,194,1
2936,Q2937,53,0
2937,Q2938,146,1
2938,Q2939,7,0
2939,Q2940,161,1
2940,Q2941,181,1
2941,Q2942,122,1
2942,Q2943,29,0
2943,Q2944,37,0
2944,Q2945,41,0
2945,Q2946,58,0
2946,Q2947,15,0
2947,Q2948,185,1
2948,Q2949,127,1
2949,Q2950,3,0
2950,Q2951,111,1
2951,Q2952,169,1
2952,Q2953,68,0
2953,Q2954,105,1
2954,Q2955,26,0
2955,Q2956,181,1
2956,Q2957,18,0
2957,Q2958,96,0
2958,Q2959,108,1
2959,Q2960,192,1
2960,Q2961,87,0
2961,Q2962,47,0
2962,Q2963,154,1
2963,Q2964,52,0
2964,Q2965,30,0
2965,Q2966,47,0
2966,Q2967,181,1
2967,Q2968,176,1
2968,Q2969,37,0
2969,Q2970,96,0
2970,Q2971,64,0
2971,Q2972,175,1
2972,Q2973,66,0
2973,Q2974,110,1
2974,Q2975,3,0
2975,Q2976,147,1
2976,Q2977,173,1
2977,Q2978,36,0
2978,Q2979,164,1
2979,Q2980,1,0
2980,Q2981,141,1
2981,Q2982,153,1
2982,Q2983,133,1
2983,Q2984,183,1
2984,Q2985,197,1
2985,Q2986,186,1
2986,Q2987,167,1
2987,Q2988,53,0
2988,Q2989,2,0
2989,Q2990,37,0
2990,Q2991,18,0
2991,Q2992,143,1
2992,Q2993,30,0
2993,Q2994,180,1
2994,Q2995,16,0
2995,Q2996,151,1
2996,Q2997,73,0
2997,Q2998,124,1
2998,Q2999,163,1
2999,Q3000,16,0
3000,Q3001,149,1
3001,Q3002,99,0
3002,Q3003,67,0
3003,Q3004,190,1
3004,Q3005,146,1
3005,Q3006,193,1
3006,Q3007,68,0
3007,Q3008,77,0
3008,Q3009,138,1
3009,Q3010,120,1
3010,Q3011,193,1
3011,Q3012,22,0
3012,Q3013,64,0
3013,Q3014,101,1
3014,Q3015,150,1
3015,Q3016,176,1
3016,Q3017,23,0
3017,Q3018,83,0
3018,Q3019,6,0
3019,Q3020,182,1
3020,Q3021,190,1
3021,Q3022,47,0
3022,Q3023,157,1
3023,Q3024,41,0
3024,Q3025,180,1
3025,Q3026,14,0
3026,Q3027,84,0
3027,Q3028,127,1
3028,Q3029,26,0
3029,Q3030,83,0
3030,Q3031,84,0
3031,Q3032,72,0
3032,Q3033,20,0
3033,Q3034,131,1
3034,Q3035,85,0
3035,Q3036,83,0
3036,Q3037,102,1
3037,Q3038,28,0
3038,Q3039,72,0
3039,Q3040,141,1
3040,Q3041,0,0
3041,Q3042,36,0
3042,Q3043,150,1
3043,Q3044,189,1
3044,Q3045,26,0
3045,Q3046,61,0
3046,Q3047,70,0
3047,Q3048,40,0
3048,Q3049,149,1
3049,Q3050,27,0
3050,Q3051,39,0
3051,Q3052,94,0
3052,Q3053,15,0
3053,Q3054,106,1
3054,Q3055,15,0
3055,Q3056,125,1
3056,Q3057,184,1
3057,Q3058,163,1
3058,Q3059,192,1
3059,Q3060,162,1
3060,Q3061,45,0
3061,Q3062,116,1
3062,Q3063,86,0
3063,Q3064,47,0
3064,Q3065,123,1
3065,Q3066,48,0
3066,Q3067,58,0
3067,Q3068,24,0
3068,Q3069,102,1
3069,Q3070,160,1
3070,Q3071,156,1
3071,Q3072,30,0
3072,Q3073,94,0
3073,Q3074,103,1
3074,Q3075,87,0
3075,Q3076,168,1
3076,Q3077,38,0
3077,Q3078,175,1
3078,Q3079,116,1
3079,Q3080,133,1
3080,Q3081,7,0
3081,Q3082,138,1
3082,Q3083,61,0
3083,Q3084,105,1
3084,Q3085,110,1
3085,Q3086,40,0
3086,Q3087,198,1
3087,Q3088,89,0
3088,Q3089,188,1
3089,Q3090,80,0
3090,Q3091,90,0
3091,Q3092,186,1
3092,Q3093,16,0
3093,Q3094,10,0
3094,Q3095,5,0
3095,Q3096,157,1
3096,Q3097,94,0
3097,Q3098,17,0
3098,Q3099,41,0
3099,Q3100,184,1
3100,Q3101,44,0
3101,Q3102,154,1
3102,Q3103,102,1
3103,Q3104,197,1
3104,Q3105,108,1
3105,Q3106,193,1
3106,Q3107,0,0
3107,Q3108,78,0
3108,Q3109,69,0
3109,Q3110,11,0
3110,Q3111,88,0
3111,Q3112,117,1
3112,Q3113,2,0
3113,Q3114,122,1
3114,Q3115,70,0
3115,Q3116,171,1
3116,Q3117,181,1
3117,Q3118,114,1
3118,Q3119,54,0
3119,Q3120,197,1
3120,Q3121,156,1
3121,Q3122,139,1
3122,Q3123,31,0
3123,Q3124,78,0
3124,Q3125,19,0
3125,Q3126,128,1
3126,Q3127,29,0
3127,Q3128,193,1
3128,Q3129,124,1
3129,Q3130,75,0
3130,Q3131,140,1
3131,Q3132,153,1
3132,Q3133,186,1
3133,Q3134,172,1
3134,Q3135,170,1
3135,Q3136,99,0
3136,Q3137,143,1
3137,Q3138,9,0
3138,Q3139,141,1
3139,Q3140,136,1
3140,Q3141,188,1
3141,Q3142,154,1
3142,Q3143,128,1
3143,Q3144,18,0
3144,Q3145,72,0
3145,Q3146,149,1
3146,Q3147,106,1
3147,Q3148,7,0
3148,Q3149,105,1
3149,Q3150,161,1
3150,Q3151,28,0
3151,Q3152,163,1
3152,Q3153,140,1
3153,Q3154,52,0
3154,Q3155,16,0
3155,Q3156,77,0
3156,Q3157,94,0
3157,Q3158,61,0
3158,Q3159,48,0
3159,Q3160,119,1
3160,Q3161,25,0
3161,Q3162,12,0
3162,Q3163,83,0
3163,Q3164,56,0
3164,Q3165,183,1
3165,Q3166,16,0
3166,Q3167,8,0
3167,Q3168,163,1
3168,Q3169,20,0
3169,Q3170,13,0
3170,Q3171,199,1
3171,Q3172,7,0
3172,Q3173,71,0
3173,Q3174,13,0
3174,Q3175,83,0
3175,Q3176,122,1
3176,Q3177,164,1
3177,Q3178,35,0
3178,Q3179,182,1
3179,Q3180,62,0
3180,Q3181,145,1
3181,Q3182,50,0
3182,Q3183,34,0
3183,Q3184,95,0
3184,Q3185,172,1
3185,Q3186,191,1
3186,Q3187,129,1
3187,Q3188,122,1
3188,Q3189,151,1
3189,Q3190,140,1
3190,Q3191,187,1
3191,Q3192,148,1
3192,Q3193,53,0
3193,Q3194,49,0
3194,Q3195,181,1
3195,Q3196,20,0
3196,Q3197,169,1
3197,Q3198,83,0
3198,Q3199,12,0
3199,Q3200,103,1
3200,Q3201,153,1
3201,Q3202,182,1
3202,Q3203,72,0
3203,Q3204,58,0
3204,Q3205,14,0
3205,Q3206,4,0
3206,Q3207,24,0
3207,Q3208,25,0
3208,Q3209,162,1
3209,Q3210,57,0
3210,Q3211,181,1
3211,Q3212,17,0
3212,Q3213,111,1
3213,Q3214,36,0
3214,Q3215,8,0
3215,Q3216,48,0
3216,Q3217,120,1
3217,Q3218,106,1
3218,Q3219,49,0
3219,Q3220,44,0
3220,Q3221,147,1
3221,Q3222,3,0
3222,Q3223,1,0
3223,Q3224,41,0
3224,Q3225,26,0
3225,Q3226,62,0
3226,Q3227,58,0
3227,Q3228,92,0
3228,Q3229,158,1
3229,Q3230,10,0
3230,Q3231,78,0
3231,Q3232,162,1
3232,Q3233,164,1
3233,Q3234,151,1
3234,Q3235,43,0
3235,Q3236,30,0
3236,Q3237,58,0
3237,Q3238,61,0
3238,Q3239,121,1
3239,Q3240,5,0
3240,Q3241,17,0
3241,Q3242,129,1
3242,Q3243,124,1
3243,Q3244,109,1
3244,Q3245,39,0
3245,Q3246,78,0
3246,Q3247,94,0
3247,Q3248,83,0
3248,Q3249,173,1
3249,Q3250,58,0
3250,Q3251,92,0
3251,Q3252,143,1
3252,Q3253,59,0
3253,Q3254,166,1
3254,Q3255,98,0
3255,Q3256,13,0
3256,Q3257,130,1
3257,Q3258,4,0
3258,Q3259,102,1
3259,Q3260,136,1
3260,Q3261,3,0
3261,Q3262,193,1
3262,Q3263,158,1
3263,Q3264,83,0
3264,Q3265,101,1
3265,Q3266,48,0
3266,Q3267,157,1
3267,Q3268,53,0
3268,Q3269,112,1
3269,Q3270,110,1
3270,Q3271,85,0
3271,Q3272,56,0
3272,Q3273,134,1
3273,Q3274,88,0
3274,Q3275,36,0
3275,Q3276,127,1
3276,Q3277,25,0
3277,Q3278,60,0
3278,Q3279,3,0
3279,Q3280,190,1
3280,Q3281,90,0
3281,Q3282,103,1
3282,Q3283,168,1
3283,Q3284,153,1
3284,Q3285,83,0
3285,Q3286,89,0
3286,Q3287,189,1
3287,Q3288,190,1
3288,Q3289,95,0
3289,Q3290,36,0
3290,Q3291,133,1
3291,Q3292,96,0
3292,Q3293,80,0
3293,Q3294,179,1
3294,Q3295,96,0
3295,Q3296,197,1
3296,Q3297,3,0
3297,Q3298,149,1
3298,Q3299,83,0
3299,Q3300,103,1
3300,Q3301,159,1
3301,Q3302,167,1
3302,Q3303,15,0
3303,Q3304,4,0
3304,Q3305,32,0
3305,Q3306,48,0
3306,Q3307,58,0
3307,Q3308,32,0
3308,Q3309,95,0
3309,Q3310,82,0
3310,Q3311,123,1
3311,Q3312,136,1
3312,Q3313,136,1
3313,Q3314,149,1
3314,Q3315,174,1
3315,Q3316,161,1
3316,Q3317,148,1
3317,Q3318,136,1
3318,Q3319,126,1
3319,Q3320,68,0
3320,Q3321,33,0
3321,Q3322,154,1
3322,Q3323,92,0
3323,Q3324,50,0
3324,Q3325,62,0
3325,Q3326,164,1
3326,Q3327,171,1
3327,Q3328,21,0
3328,Q3329,58,0
3329,Q3330,109,1
3330,Q3331,85,0
3331,Q3332,15,0
3332,Q3333,23,0
3333,Q3334,79,0
3334,Q3335,192,1
3335,Q3336,150,1
3336,Q3337,94,0
3337,Q3338,145,1
3338,Q3339,8,0
3339,Q3340,41,0
3340,Q3341,138,1
3341,Q3342,108,1
3342,Q3343,39,0
3343,Q3344,152,1
3344,Q3345,42,0
3345,Q3346,99,0
3346,Q3347,48,0
3347,Q3348,61,0
3348,Q3349,116,1
3349,Q3350,119,1
3350,Q3351,108,1
3351,Q3352,152,1
3352,Q3353,126,1
3353,Q3354,55,0
3354,Q3355,59,0
3355,Q3356,14,0
3356,Q3357,147,1
3357,Q3358,143,1
3358,Q3359,49,0
3359,Q3360,21,0
3360,Q3361,44,0
3361,Q3362,176,1
3362,Q3363,29,0
3363,Q3364,103,1
3364,Q3365,39,0
3365,Q3366,154,1
3366,Q3367,68,0
3367,Q3368,85,0
3368,Q3369,59,0
3369,Q3370,81,0
3370,Q3371,92,0
3371,Q3372,37,0
3372,Q3373,32,0
3373,Q3374,180,1
3374,Q3375,50,0
3375,Q3376,139,1
3376,Q3377,4,0
3377,Q3378,180,1
3378,Q3379,67,0
3379,Q3380,193,1
3380,Q3381,39,0
3381,Q3382,199,1
3382,Q3383,8,0
3383,Q3384,96,0
3384,Q3385,195,1
3385,Q3386,162,1
3386,Q3387,52,0
3387,Q3388,152,1
3388,Q3389,183,1
3389,Q3390,72,0
3390,Q3391,194,1
3391,Q3392,108,1
3392,Q3393,137,1
3393,Q3394,194,1
3394,Q3395,24,0
3395,Q3396,193,1
3396,Q3397,128,1
3397,Q3398,170,1
3398,Q3399,146,1
3399,Q3400,95,0
3400,Q3401,93,0
3401,Q3402,114,1
3402,Q3403,133,1
3403,Q3404,80,0
3404,Q3405,138,1
3405,Q3406,108,1
3406,Q3407,137,1
3407,Q3408,32,0
3408,Q3409,123,1
3409,Q3410,118,1
3410,Q3411,31,0
3411,Q3412,181,1
3412,Q3413,20,0
3413,Q3414,122,1
3414,Q3415,20,0
3415,Q3416,152,1
3416,Q3417,191,1
3417,Q3418,18,0
3418,Q3419,4,0
3419,Q3420,152,1
3420,Q3421,14,0
3421,Q3422,146,1
3422,Q3423,14,0
3423,Q3424,45,0
3424,Q3425,15,0
3425,Q3426,133,1
3426,Q3427,83,0
3427,Q3428,180,1
3428,Q3429,200,1
3429,Q3430,99,0
3430,Q3431,165,1
3431,Q3432,13,0
3432,Q3433,155,1
3433,Q3434,60,0
3434,Q3435,149,1
3435,Q3436,158,1
3436,Q3437,89,0
3437,Q3438,158,1
3438,Q3439,136,1
3439,Q3440,153,1
3440,Q3441,51,0
3441,Q3442,47,0
3442,Q3443,130,1
3443,Q3444,75,0
3444,Q3445,74,0
3445,Q3446,144,1
3446,Q3447,199,1
3447,Q3448,35,0
3448,Q3449,161,1
3449,Q3450,59,0
3450,Q3451,97,0
3451,Q3452,158,1
3452,Q3453,176,1
3453,Q3454,58,0
3454,Q3455,28,0
3455,Q3456,11,0
3456,Q3457,3,0
3457,Q3458,175,1
3458,Q3459,3,0
3459,Q3460,196,1
3460,Q3461,75,0
3461,Q3462,34,0
3462,Q3463,82,0
3463,Q3464,200,1
3464,Q3465,30,0
3465,Q3466,93,0
3466,Q3467,34,0
3467,Q3468,185,1
3468,Q3469,136,1
3469,Q3470,43,0
3470,Q3471,24,0
3471,Q3472,75,0
3472,Q3473,160,1
3473,Q3474,22,0
3474,Q3475,82,0
3475,Q3476,65,0
3476,Q3477,7,0
3477,Q3478,48,0
3478,Q3479,5,0
3479,Q3480,16,0
3480,Q3481,164,1
3481,Q3482,67,0
3482,Q3483,118,1
3483,Q3484,180,1
3484,Q3485,35,0
3485,Q3486,167,1
3486,Q3487,162,1
3487,Q3488,33,0
3488,Q3489,48,0
3489,Q3490,168,1
3490,Q3491,109,1
3491,Q3492,171,1
3492,Q3493,107,1
3493,Q3494,166,1
3494,Q3495,183,1
3495,Q3496,119,1
3496,Q3497,149,1
3497,Q3498,25,0
3498,Q3499,11,0
3499,Q3500,152,1
3500,Q3501,49,0
3501,Q3502,130,1
3502,Q3503,6,0
3503,Q3504,13,0
3504,Q3505,74,0
3505,Q3506,141,1
3506,Q3507,152,1
3507,Q3508,132,1
3508,Q3509,48,0
3509,Q3510,36,0
3510,Q3511,73,0
3511,Q3512,131,1
3512,Q3513,174,1
3513,Q3514,132,1
3514,Q3515,127,1
3515,Q3516,146,1
3516,Q3517,90,0
3517,Q3518,187,1
3518,Q3519,160,1
3519,Q3520,153,1
3520,Q3521,87,0
3521,Q3522,154,1
3522,Q3523,46,0
3523,Q3524,191,1
3524,Q3525,110,1
3525,Q3526,174,1
3526,Q3527,130,1
3527,Q3528,184,1
3528,Q3529,19,0
3529,Q3530,75,0
3530,Q3531,189,1
3531,Q3532,153,1
3532,Q3533,17,0
3533,Q3534,167,1
3534,Q3535,8,0
3535,Q3536,179,1
3536,Q3537,49,0
3537,Q3538,183,1
3538,Q3539,11,0
3539,Q3540,162,1
3540,Q3541,185,1
3541,Q3542,39,0
3542,Q3543,107,1
3543,Q3544,190,1
3544,Q3545,152,1
3545,Q3546,69,0
3546,Q3547,107,1
3547,Q3548,111,1
3548,Q3549,174,1
3549,Q3550,48,0
3550,Q3551,33,0
3551,Q3552,164,1
3552,Q3553,60,0
3553,Q3554,8,0
3554,Q3555,170,1
3555,Q3556,110,1
3556,Q3557,163,1
3557,Q3558,83,0
3558,Q3559,79,0
3559,Q3560,154,1
3560,Q3561,188,1
3561,Q3562,73,0
3562,Q3563,143,1
3563,Q3564,149,1
3564,Q3565,148,1
3565,Q3566,3,0
3566,Q3567,52,0
3567,Q3568,94,0
3568,Q3569,9,0
3569,Q3570,4,0
3570,Q3571,158,1
3571,Q3572,107,1
3572,Q3573,73,0
3573,Q3574,33,0
3574,Q3575,62,0
3575,Q3576,126,1
3576,Q3577,152,1
3577,Q3578,192,1
3578,Q3579,90,0
3579,Q3580,65,0
3580,Q3581,71,0
3581,Q3582,180,1
3582,Q3583,145,1
3583,Q3584,196,1
3584,Q3585,46,0
3585,Q3586,148,1
3586,Q3587,23,0
3587,Q3588,49,0
3588,Q3589,55,0
3589,Q3590,154,1
3590,Q3591,65,0
3591,Q3592,124,1
3592,Q3593,27,0
3593,Q3594,67,0
3594,Q3595,186,1
3595,Q3596,195,1
3596,Q3597,85,0
3597,Q3598,84,0
3598,Q3599,129,1
3599,Q3600,90,0
3600,Q3601,88,0
3601,Q3602,131,1
3602,Q3603,29,0
3603,Q3604,134,1
3604,Q3605,123,1
3605,Q3606,131,1
3606,Q3607,139,1
3607,Q3608,176,1
3608,Q3609,160,1
3609,Q3610,128,1
3610,Q3611,35,0
3611,Q3612,77,0
3612,Q3613,163,1
3613,Q3614,27,0
3614,Q3615,158,1
3615,Q3616,26,0
3616,Q3617,160,1
3617,Q3618,158,1
3618,Q3619,178,1
3619,Q3620,155,1
3620,Q3621,128,1
3621,Q3622,185,1
3622,Q3623,53,0
3623,Q3624,165,1
3624,Q3625,7,0
3625,Q3626,138,1
3626,Q3627,169,1
3627,Q3628,156,1
3628,Q3629,194,1
3629,Q3630,173,1
3630,Q3631,24,0
3631,Q3632,46,0
3632,Q3633,144,1
3633,Q3634,44,0
3634,Q3635,154,1
3635,Q3636,146,1
3636,Q3637,145,1
3637,Q3638,66,0
3638,Q3639,53,0
3639,Q3640,149,1
3640,Q3641,78,0
3641,Q3642,192,1
3642,Q3643,95,0
3643,Q3644,17,0
3644,Q3645,70,0
3645,Q3646,150,1
3646,Q3647,30,0
3647,Q3648,81,0
3648,Q3649,59,0
3649,Q3650,118,1
3650,Q3651,184,1
3651,Q3652,96,0
3652,Q3653,103,1
3653,Q3654,168,1
3654,Q3655,1,0
3655,Q3656,42,0
3656,Q3657,19,0
3657,Q3658,167,1
3658,Q3659,195,1
3659,Q3660,78,0
3660,Q3661,3,0
3661,Q3662,97,0
3662,Q3663,21,0
